2025-11-15T09:27:09.307713 | README.md | OK
2025-11-15T09:27:09.362093 | notebooks/0_Prerequisite/mnist_dataset_intro.ipynb | OK
2025-11-15T09:27:09.364227 | notebooks/2_BasicModels/gradient_boosted_decision_tree.ipynb | OK
2025-11-15T09:27:09.365397 | notebooks/2_BasicModels/logistic_regression.ipynb | OK
2025-11-15T09:27:09.366798 | notebooks/2_BasicModels/nearest_neighbor.ipynb | OK
2025-11-15T09:27:09.368066 | notebooks/2_BasicModels/kmeans.ipynb | OK
2025-11-15T09:27:09.371564 | notebooks/2_BasicModels/linear_regression.ipynb | OK
2025-11-15T09:27:09.372784 | notebooks/2_BasicModels/logistic_regression_eager_api.ipynb | OK
2025-11-15T09:27:09.375010 | notebooks/2_BasicModels/word2vec.ipynb | OK
2025-11-15T09:27:09.376203 | notebooks/2_BasicModels/random_forest.ipynb | OK
2025-11-15T09:27:09.378044 | notebooks/2_BasicModels/linear_regression_eager_api.ipynb | OK
2025-11-15T09:27:09.457572 | notebooks/5_DataManagement/image_transformation.ipynb | OK
2025-11-15T09:27:09.459424 | notebooks/5_DataManagement/load_data.ipynb | OK
2025-11-15T09:27:09.461015 | notebooks/5_DataManagement/build_an_image_dataset.ipynb | OK
2025-11-15T09:27:09.462346 | notebooks/5_DataManagement/tfrecords.ipynb | OK
2025-11-15T09:27:09.463603 | notebooks/5_DataManagement/tensorflow_dataset_api.ipynb | OK
2025-11-15T09:27:09.465137 | tensorflow_v1/README.md | OK
2025-11-15T09:27:09.466451 | tensorflow_v1/notebooks/4_Utils/tensorboard_advanced.ipynb | OK
2025-11-15T09:27:09.467650 | tensorflow_v1/notebooks/4_Utils/save_restore_model.ipynb | OK
2025-11-15T09:27:09.468803 | tensorflow_v1/notebooks/4_Utils/tensorboard_basic.ipynb | OK
2025-11-15T09:27:09.469811 | tensorflow_v1/notebooks/6_MultiGPU/multigpu_basics.ipynb | OK
2025-11-15T09:27:09.471315 | tensorflow_v1/notebooks/6_MultiGPU/multigpu_cnn.ipynb | OK
2025-11-15T09:27:09.472122 | tensorflow_v1/notebooks/1_Introduction/helloworld.ipynb | OK
2025-11-15T09:27:09.473130 | tensorflow_v1/notebooks/1_Introduction/basic_operations.ipynb | OK
2025-11-15T09:27:09.474156 | tensorflow_v1/notebooks/1_Introduction/basic_eager_api.ipynb | OK
2025-11-15T09:27:09.475387 | tensorflow_v1/notebooks/3_NeuralNetworks/neural_network_eager_api.ipynb | OK
2025-11-15T09:27:09.476732 | tensorflow_v1/notebooks/3_NeuralNetworks/bidirectional_rnn.ipynb | OK
2025-11-15T09:27:09.477841 | tensorflow_v1/notebooks/3_NeuralNetworks/neural_network_raw.ipynb | OK
2025-11-15T09:27:09.479126 | tensorflow_v1/notebooks/3_NeuralNetworks/recurrent_network.ipynb | OK
2025-11-15T09:27:09.481676 | tensorflow_v1/notebooks/3_NeuralNetworks/autoencoder.ipynb | OK
2025-11-15T09:27:09.483140 | tensorflow_v1/notebooks/3_NeuralNetworks/dynamic_rnn.ipynb | OK
2025-11-15T09:27:09.485200 | tensorflow_v1/notebooks/3_NeuralNetworks/convolutional_network.ipynb | OK
2025-11-15T09:27:09.487797 | tensorflow_v1/notebooks/3_NeuralNetworks/dcgan.ipynb | OK
2025-11-15T09:27:09.490715 | tensorflow_v1/notebooks/3_NeuralNetworks/gan.ipynb | OK
2025-11-15T09:27:09.502096 | tensorflow_v1/notebooks/3_NeuralNetworks/variational_autoencoder.ipynb | OK
2025-11-15T09:27:09.503644 | tensorflow_v1/notebooks/3_NeuralNetworks/convolutional_network_raw.ipynb | OK
2025-11-15T09:27:09.505942 | tensorflow_v1/notebooks/3_NeuralNetworks/neural_network.ipynb | OK
2025-11-15T09:27:09.507091 | tensorflow_v1/notebooks/0_Prerequisite/ml_introduction.ipynb | OK
2025-11-15T09:27:09.508185 | tensorflow_v1/notebooks/0_Prerequisite/mnist_dataset_intro.ipynb | OK
2025-11-15T09:27:09.510405 | tensorflow_v1/notebooks/2_BasicModels/gradient_boosted_decision_tree.ipynb | OK
2025-11-15T09:27:09.511593 | tensorflow_v1/notebooks/2_BasicModels/logistic_regression.ipynb | OK
2025-11-15T09:27:09.512947 | tensorflow_v1/notebooks/2_BasicModels/nearest_neighbor.ipynb | OK
2025-11-15T09:27:09.514102 | tensorflow_v1/notebooks/2_BasicModels/kmeans.ipynb | OK
2025-11-15T09:27:09.517035 | tensorflow_v1/notebooks/2_BasicModels/linear_regression.ipynb | OK
2025-11-15T09:27:09.518628 | tensorflow_v1/notebooks/2_BasicModels/logistic_regression_eager_api.ipynb | OK
2025-11-15T09:27:09.520973 | tensorflow_v1/notebooks/2_BasicModels/word2vec.ipynb | OK
2025-11-15T09:27:09.522238 | tensorflow_v1/notebooks/2_BasicModels/random_forest.ipynb | OK
2025-11-15T09:27:09.524051 | tensorflow_v1/notebooks/2_BasicModels/linear_regression_eager_api.ipynb | OK
2025-11-15T09:27:09.595454 | tensorflow_v1/notebooks/5_DataManagement/image_transformation.ipynb | OK
2025-11-15T09:27:09.597441 | tensorflow_v1/notebooks/5_DataManagement/load_data.ipynb | OK
2025-11-15T09:27:09.598987 | tensorflow_v1/notebooks/5_DataManagement/build_an_image_dataset.ipynb | OK
2025-11-15T09:27:09.600415 | tensorflow_v1/notebooks/5_DataManagement/tfrecords.ipynb | OK
2025-11-15T09:27:09.601787 | tensorflow_v1/notebooks/5_DataManagement/tensorflow_dataset_api.ipynb | OK
2025-11-15T09:27:09.603076 | tensorflow_v1/examples/4_Utils/tensorboard_basic.py | OK
2025-11-15T09:27:09.604510 | tensorflow_v1/examples/4_Utils/tensorboard_advanced.py | OK
2025-11-15T09:27:09.605826 | tensorflow_v1/examples/4_Utils/save_restore_model.py | OK
2025-11-15T09:27:09.606826 | tensorflow_v1/examples/6_MultiGPU/multigpu_basics.py | OK
2025-11-15T09:27:09.608295 | tensorflow_v1/examples/6_MultiGPU/multigpu_cnn.py | OK
2025-11-15T09:27:09.609433 | tensorflow_v1/examples/1_Introduction/basic_eager_api.py | OK
2025-11-15T09:27:09.610548 | tensorflow_v1/examples/1_Introduction/basic_operations.py | OK
2025-11-15T09:27:09.611335 | tensorflow_v1/examples/1_Introduction/helloworld.py | OK
2025-11-15T09:27:09.612460 | tensorflow_v1/examples/3_NeuralNetworks/recurrent_network.py | OK
2025-11-15T09:27:09.613702 | tensorflow_v1/examples/3_NeuralNetworks/gan.py | OK
2025-11-15T09:27:09.615245 | tensorflow_v1/examples/3_NeuralNetworks/dcgan.py | OK
2025-11-15T09:27:09.616680 | tensorflow_v1/examples/3_NeuralNetworks/dynamic_rnn.py | OK
2025-11-15T09:27:09.617853 | tensorflow_v1/examples/3_NeuralNetworks/neural_network_eager_api.py | OK
2025-11-15T09:27:09.619000 | tensorflow_v1/examples/3_NeuralNetworks/neural_network.py | OK
2025-11-15T09:27:09.620192 | tensorflow_v1/examples/3_NeuralNetworks/bidirectional_rnn.py | OK
2025-11-15T09:27:09.621237 | tensorflow_v1/examples/3_NeuralNetworks/multilayer_perceptron.py | OK
2025-11-15T09:27:09.622420 | tensorflow_v1/examples/3_NeuralNetworks/convolutional_network.py | OK
2025-11-15T09:27:09.623687 | tensorflow_v1/examples/3_NeuralNetworks/variational_autoencoder.py | OK
2025-11-15T09:27:09.625013 | tensorflow_v1/examples/3_NeuralNetworks/autoencoder.py | OK
2025-11-15T09:27:09.626255 | tensorflow_v1/examples/3_NeuralNetworks/convolutional_network_raw.py | OK
2025-11-15T09:27:09.627761 | tensorflow_v1/examples/3_NeuralNetworks/neural_network_raw.py | OK
2025-11-15T09:27:09.629204 | tensorflow_v1/examples/2_BasicModels/kmeans.py | OK
2025-11-15T09:27:09.630457 | tensorflow_v1/examples/2_BasicModels/random_forest.py | OK
2025-11-15T09:27:09.631673 | tensorflow_v1/examples/2_BasicModels/linear_regression.py | OK
2025-11-15T09:27:09.632735 | tensorflow_v1/examples/2_BasicModels/gradient_boosted_decision_tree.py | OK
2025-11-15T09:27:09.633838 | tensorflow_v1/examples/2_BasicModels/nearest_neighbor.py | OK
2025-11-15T09:27:09.634944 | tensorflow_v1/examples/2_BasicModels/logistic_regression.py | OK
2025-11-15T09:27:09.636009 | tensorflow_v1/examples/2_BasicModels/linear_regression_eager_api.py | OK
2025-11-15T09:27:09.637567 | tensorflow_v1/examples/2_BasicModels/word2vec.py | OK
2025-11-15T09:27:09.638645 | tensorflow_v1/examples/2_BasicModels/logistic_regression_eager_api.py | OK
2025-11-15T09:27:09.640269 | tensorflow_v1/examples/5_DataManagement/build_an_image_dataset.py | OK
2025-11-15T09:27:09.641462 | tensorflow_v1/examples/5_DataManagement/tensorflow_dataset_api.py | OK
2025-11-15T09:27:09.642617 | tensorflow_v2/README.md | OK
2025-11-15T09:27:09.643999 | tensorflow_v2/notebooks/4_Utils/tensorboard.ipynb | OK
2025-11-15T09:27:09.645410 | tensorflow_v2/notebooks/4_Utils/build_custom_layers.ipynb | OK
2025-11-15T09:27:09.647183 | tensorflow_v2/notebooks/4_Utils/save_restore_model.ipynb | OK
2025-11-15T09:27:09.649105 | tensorflow_v2/notebooks/6_Hardware/multigpu_training.ipynb | OK
2025-11-15T09:27:09.650078 | tensorflow_v2/notebooks/1_Introduction/helloworld.ipynb | OK
2025-11-15T09:27:09.651071 | tensorflow_v2/notebooks/1_Introduction/basic_operations.ipynb | OK
2025-11-15T09:27:09.652329 | tensorflow_v2/notebooks/3_NeuralNetworks/bidirectional_rnn.ipynb | OK
2025-11-15T09:27:09.654660 | tensorflow_v2/notebooks/3_NeuralNetworks/neural_network_raw.ipynb | OK
2025-11-15T09:27:09.655933 | tensorflow_v2/notebooks/3_NeuralNetworks/recurrent_network.ipynb | OK
2025-11-15T09:27:09.658042 | tensorflow_v2/notebooks/3_NeuralNetworks/autoencoder.ipynb | OK
2025-11-15T09:27:09.659571 | tensorflow_v2/notebooks/3_NeuralNetworks/dynamic_rnn.ipynb | OK
2025-11-15T09:27:09.661709 | tensorflow_v2/notebooks/3_NeuralNetworks/convolutional_network.ipynb | OK
2025-11-15T09:27:09.664095 | tensorflow_v2/notebooks/3_NeuralNetworks/dcgan.ipynb | OK
2025-11-15T09:27:09.666259 | tensorflow_v2/notebooks/3_NeuralNetworks/convolutional_network_raw.ipynb | OK
2025-11-15T09:27:09.668399 | tensorflow_v2/notebooks/3_NeuralNetworks/neural_network.ipynb | OK
2025-11-15T09:27:09.669356 | tensorflow_v2/notebooks/0_Prerequisite/ml_introduction.ipynb | OK
2025-11-15T09:27:09.670352 | tensorflow_v2/notebooks/0_Prerequisite/mnist_dataset_intro.ipynb | OK
2025-11-15T09:27:09.672368 | tensorflow_v2/notebooks/2_BasicModels/logistic_regression.ipynb | OK
2025-11-15T09:27:09.673868 | tensorflow_v2/notebooks/2_BasicModels/linear_regression.ipynb | OK
2025-11-15T09:27:09.676073 | tensorflow_v2/notebooks/2_BasicModels/word2vec.ipynb | OK
2025-11-15T09:27:09.678205 | tensorflow_v2/notebooks/2_BasicModels/gradient_boosted_trees.ipynb | OK
2025-11-15T09:27:09.754158 | tensorflow_v2/notebooks/5_DataManagement/image_transformation.ipynb | OK
2025-11-15T09:27:09.756050 | tensorflow_v2/notebooks/5_DataManagement/load_data.ipynb | OK
2025-11-15T09:27:09.757444 | tensorflow_v2/notebooks/5_DataManagement/tfrecords.ipynb | OK
2025-11-15T09:27:09.758190 | examples/README.md | OK
2025-11-15T09:27:09.759200 | examples/4_Utils/tensorboard_basic.py | OK
2025-11-15T09:27:09.760329 | examples/4_Utils/tensorboard_advanced.py | OK
2025-11-15T09:27:09.761674 | examples/4_Utils/save_restore_model.py | OK
2025-11-15T09:27:09.762616 | examples/6_MultiGPU/multigpu_basics.py | OK
2025-11-15T09:27:09.764000 | examples/6_MultiGPU/multigpu_cnn.py | OK
2025-11-15T09:27:09.764918 | examples/1_Introduction/basic_eager_api.py | OK
2025-11-15T09:27:09.765855 | examples/1_Introduction/basic_operations.py | OK
2025-11-15T09:27:09.766583 | examples/1_Introduction/helloworld.py | OK
2025-11-15T09:27:09.767677 | examples/3_NeuralNetworks/recurrent_network.py | OK
2025-11-15T09:27:09.768892 | examples/3_NeuralNetworks/gan.py | OK
2025-11-15T09:27:09.770102 | examples/3_NeuralNetworks/dcgan.py | OK
2025-11-15T09:27:09.771402 | examples/3_NeuralNetworks/dynamic_rnn.py | OK
2025-11-15T09:27:09.772730 | examples/3_NeuralNetworks/neural_network_eager_api.py | OK
2025-11-15T09:27:09.774055 | examples/3_NeuralNetworks/neural_network.py | OK
2025-11-15T09:27:09.775283 | examples/3_NeuralNetworks/bidirectional_rnn.py | OK
2025-11-15T09:27:09.776396 | examples/3_NeuralNetworks/multilayer_perceptron.py | OK
2025-11-15T09:27:09.777633 | examples/3_NeuralNetworks/convolutional_network.py | OK
2025-11-15T09:27:09.778873 | examples/3_NeuralNetworks/variational_autoencoder.py | OK
2025-11-15T09:27:09.780068 | examples/3_NeuralNetworks/autoencoder.py | OK
2025-11-15T09:27:09.781330 | examples/3_NeuralNetworks/convolutional_network_raw.py | OK
2025-11-15T09:27:09.782403 | examples/3_NeuralNetworks/neural_network_raw.py | OK
2025-11-15T09:27:09.783614 | examples/2_BasicModels/kmeans.py | OK
2025-11-15T09:27:09.784825 | examples/2_BasicModels/random_forest.py | OK
2025-11-15T09:27:09.785912 | examples/2_BasicModels/linear_regression.py | OK
2025-11-15T09:27:09.787087 | examples/2_BasicModels/gradient_boosted_decision_tree.py | OK
2025-11-15T09:27:09.788050 | examples/2_BasicModels/nearest_neighbor.py | OK
2025-11-15T09:27:09.789084 | examples/2_BasicModels/logistic_regression.py | OK
2025-11-15T09:27:09.790007 | examples/2_BasicModels/linear_regression_eager_api.py | OK
2025-11-15T09:27:09.791398 | examples/2_BasicModels/word2vec.py | OK
2025-11-15T09:27:09.792430 | examples/2_BasicModels/logistic_regression_eager_api.py | OK
2025-11-15T09:27:09.793864 | examples/5_DataManagement/build_an_image_dataset.py | OK
2025-11-15T09:27:09.795242 | examples/5_DataManagement/tensorflow_dataset_api.py | OK
2025-11-15T09:27:09.795696 | resources/img/tensorboard_advanced_2.png | OK
2025-11-15T09:27:09.795974 | resources/img/tensorboard_advanced_3.png | OK
2025-11-15T09:27:09.796242 | resources/img/tensorboard_advanced_4.png | OK
2025-11-15T09:27:09.796521 | resources/img/tensorboard_basic_1.png | OK
2025-11-15T09:27:09.796828 | resources/img/tensorboard_basic_2.png | OK
2025-11-15T09:27:09.797094 | resources/img/tensorboard_advanced_1.png | OK
2025-11-15T09:27:09.797382 | resources/img/tf2/tensorboard4.png | OK
2025-11-15T09:27:09.797814 | resources/img/tf2/tensorboard3.png | OK
2025-11-15T09:27:09.798111 | resources/img/tf2/tensorboard2.png | OK
2025-11-15T09:27:09.798467 | resources/img/tf2/tensorboard1.png | OK
